,medium,count,frequency
2157,wallpaper cover with letterpress text and gold ink manuscript text on front,1,8.04699444757383e-05
2158,"title page with hand additions from a portfolio of twenty etchings, fifteen with drypoint",1,8.04699444757383e-05
2159,hand-turned wood with melamine finish,1,8.04699444757383e-05
2160,baked enamel on aluminum,1,8.04699444757383e-05
2161,illustrated book with seventeen lithographs,1,8.04699444757383e-05
2162,illustrated book with 12 etchings,1,8.04699444757383e-05
2163,color pencil on print,1,8.04699444757383e-05
2164,portfolio of eighteen offset lithographs with synthetic dye-based ink additions,1,8.04699444757383e-05
2165,watercolor and graphite on paper,1,8.04699444757383e-05
2166,"goache, watercolor, and graphite with scoring on paper",1,8.04699444757383e-05
2167,colored pencil and graphite on paper,1,8.04699444757383e-05
2168,drypoint bound into journal,1,8.04699444757383e-05
2169,illustrated book with fifty-four lithographs,1,8.04699444757383e-05
2170,hemp twine,1,8.04699444757383e-05
2171,"16 etchings (some with drypoint); and etching (not included in published book), printed in black on cream, smooth, laid paper",1,8.04699444757383e-05
2172,"mesh, nickel-plated steel rod, and painted steel bracket and base",1,8.04699444757383e-05
2173,"polycarbonate, silicon, and stainless steel",1,8.04699444757383e-05
2174,illustrated book with 18 etchings (13 with aquatint),1,8.04699444757383e-05
2175,illustrated book with 25 offset lithographs,1,8.04699444757383e-05
2176,lithograph from a periodical with eighty-four lithographs,1,8.04699444757383e-05
2177,letterpress with offset lithographic cover,1,8.04699444757383e-05
2178,illustrated book with twenty-one lithographs,1,8.04699444757383e-05
2179,chromium-plated metal and glass,1,8.04699444757383e-05
2180,"tubular steel, cotton canvas, and polyester fill",1,8.04699444757383e-05
2181,painted glass,1,8.04699444757383e-05
2182,metal and half-painted glass bulb,1,8.04699444757383e-05
2183,glazed porcelain and metal,1,8.04699444757383e-05
2184,wood and stainless steel,1,8.04699444757383e-05
2185,rattan with cotton upholstered pads,1,8.04699444757383e-05
2186,"portfolio of fourteen etching and aquatints, thirteen with photogravure",1,8.04699444757383e-05
2187,"crayon, pencil, colored pencil, ink, charcoal",1,8.04699444757383e-05
2188,h (vol. ix): cover with lithographed manuscript text by kliun on front; 1 lithographed illustration by terent'ev; lithographed manuscript text. l (vol. xiii): cover with lithographed illustration and manuscript design by kirill zdanevich on front; lithographed manuscript and typed text. m (vol. xiv): cover with lithographed manuscript design and illustration on front by kirill zdanevich; lithographed manuscript and typed text. p (vol. xvii): cover with lithographed manuscript design on front by goncharova; and lithographed manuscript text by mikhail pustynin and olga olesha-suok,1,8.04699444757383e-05
2189,illustrated book with fourteen linoleum cuts (one with collage additions),1,8.04699444757383e-05
2190,"woven cotton, twine, and rug wool",1,8.04699444757383e-05
2191,gouache on linen,1,8.04699444757383e-05
2192,"plastic, zinc, and aluminum",1,8.04699444757383e-05
2193,"nickel silver, ebony, and raffia",1,8.04699444757383e-05
2194,pewter-silver alloy,1,8.04699444757383e-05
2195,"plastic casing, aluminum frame, and leather strap",1,8.04699444757383e-05
2196,"aluminium, wood, and plexiglass",1,8.04699444757383e-05
2197,newspaper,1,8.04699444757383e-05
2198,illustrated book of 3 etchings,1,8.04699444757383e-05
2199,print on acetate,1,8.04699444757383e-05
2200,illustrated book with 15 lithographs and lithographed manuscript text,1,8.04699444757383e-05
2201,polished aluminum and glass,1,8.04699444757383e-05
2202,illustrated book with six etchings (3 with aquatint); 3 soft ground etchings (1 with embossing and 1 with collagraph); and 1 collagraph,1,8.04699444757383e-05
2203,painted cast iron and brass,1,8.04699444757383e-05
2204,"fiberglass-reinforced polyester, steel tubing, rubber shockmounts, and plastic glides",1,8.04699444757383e-05
2205,computer-generated print. print,1,8.04699444757383e-05
2206,laminated palisander and teak wood,1,8.04699444757383e-05
2207,lithograph with tipped-in lithograph and tipped-in photographic reproduction of newspaper clipping from illustrated book with twenty lithographs (some with tipped-in photolithographic reproductions of newspaper clippings or lithographs),1,8.04699444757383e-05
2208,"ink on paper with ink and color ink on cut-and-pasted paper, mounted on board",1,8.04699444757383e-05
2209,illustrated book with 20 line blocks,1,8.04699444757383e-05
2210,ash and cellophane rush,1,8.04699444757383e-05
2211,"aluminum, rubber, plastic, and nylon",1,8.04699444757383e-05
2212,mahogany,1,8.04699444757383e-05
2213,book with thirteen lithographed illustrations (including cover),1,8.04699444757383e-05
2214,".a: graphite, ink and color ink on paper
.b: graphite, charcoal and color ink on paper
.c: graphite, ink and color ink, and crayon on paper
.d: graphite, ink and color ink on paper
.e: graphtie, ink and color ink on paper
.f: graphite, ink and color ink on paper
.g: graphite, ink and color ink, and crayon on paper
.h: crayon, graphite, and color ink on paper 
.i: graphite, crayon, ink and color ink on paper",1,8.04699444757383e-05
2215,black aluminum and rubber,1,8.04699444757383e-05
2216,nickel-plated steel tube and elastic rubber cord,1,8.04699444757383e-05
2217,"velon plastic thread, dried grasses, and reeds",1,8.04699444757383e-05
2218,polypropylene and polyethelene,1,8.04699444757383e-05
2219,covers with letterpress lettering on front,1,8.04699444757383e-05
2220,"plastic, foam, and elastic",1,8.04699444757383e-05
2221,illustrated book with ten linoleum cuts,1,8.04699444757383e-05
2222,neoprene and nylon jersey,1,8.04699444757383e-05
2223,chrome and nickel-plated steel,1,8.04699444757383e-05
2224,handwoven linen and cotton,1,8.04699444757383e-05
2225,"wire, padded leather, and metal glides",1,8.04699444757383e-05
2226,wool and mohair,1,8.04699444757383e-05
2227,"cotton, linen, silk, and cellophane",1,8.04699444757383e-05
2228,"nylon, polyurethane, polyester, and rayon",1,8.04699444757383e-05
2229,pencil and photograph on illustration board,1,8.04699444757383e-05
2230,"plastic, leather, felt, and metal",1,8.04699444757383e-05
2231,"cut lead crystal, cork, and wood",1,8.04699444757383e-05
2232,compressed resin-impregnated plywood,1,8.04699444757383e-05
2233,graphite and crayon with scoring on paper,1,8.04699444757383e-05
2234,stainless steel and cork,1,8.04699444757383e-05
2235,journal with one letterpress illustration and letterpress cover,1,8.04699444757383e-05
2236,fiberglass and polyester resin with lacquer finish,1,8.04699444757383e-05
2237,black acrylic box with cast paper object inset,1,8.04699444757383e-05
2238,"illustrated book with 1 lithograph (""the face of peace""; frontispiece); and 29 photolithographic reproductions after drawings",1,8.04699444757383e-05
2239,zinc etching,1,8.04699444757383e-05
2240,complete run of twelve issues of periodical with a total of forty-nine lithographs and four woodcuts,1,8.04699444757383e-05
2241,illustrated book with one woodcut and eleven halftone reproductions,1,8.04699444757383e-05
2242,illustrated book with 26 lithographs and lithographed manuscript text,1,8.04699444757383e-05
2243,opaque white plastic,1,8.04699444757383e-05
2244,color pencil and ink on off-white heavy paper,1,8.04699444757383e-05
2245,book with two etchings,1,8.04699444757383e-05
2246,painted fiberglass reinforced plastic shell,1,8.04699444757383e-05
2247,illustrated book with thirty screenprints (including title page),1,8.04699444757383e-05
2248,multiple of silver-plated brass double-headed hammer,1,8.04699444757383e-05
2249,phenolic plastic ball in polyester resin,1,8.04699444757383e-05
2250,book with five letterpress illustrations (including cover),1,8.04699444757383e-05
2251,portfolio with 30 screenprints,1,8.04699444757383e-05
2252,seventeen lithographs,1,8.04699444757383e-05
2253,clay,1,8.04699444757383e-05
2254,"baydur and polystyrene plastics, vinyl, polyurethane foam, and steel",1,8.04699444757383e-05
2255,"illustrated book with 26 screenprints (including title page, wrapper front, and duplicate of wrapper front on slipcase)",1,8.04699444757383e-05
2256,"linoleum top, natural birch frame, and lacquered wheels with rubber tread",1,8.04699444757383e-05
2257,64 copperplates,1,8.04699444757383e-05
2258,molded beech plywood and hemp webbing,1,8.04699444757383e-05
2259,stainless steel with copper-clad bottom,1,8.04699444757383e-05
2260,illustrated book with 29 lithographs; and 3 lithographed ornaments (1 repeated 30 times),1,8.04699444757383e-05
2261,"book with eight collages (including cover, one with letterpress), four lithographs (three with collage additions), and lithographed manuscript text",1,8.04699444757383e-05
2262,"illustrated book with seven woodcuts, seven etchings (two with aquatint, one with engraving), six lithographs, three drypoints, two engravings, one aquatint, and one linoleum cut",1,8.04699444757383e-05
2263,"etching, aquatint, and engraving from an illustrated book with 14 etchings (six with aquatint, four with engraving, one with drypoint), two aquatints, two engravings, two drypoints, and one photogravure",1,8.04699444757383e-05
2264,wool and silk,1,8.04699444757383e-05
2265,aquatint and etching from an illustrated book with 16 aquatints (one with etching),1,8.04699444757383e-05
2266,"book with 1 lithograph (""war and peace""; frontispiece); and 283 photolithographic reproductions after paintings and drawings",1,8.04699444757383e-05
2267,"relief halftone from an album of 16 etchings (one with aquatint, one with drypoint, one with pencil additions), three photogravures (two with etching), and one relief halftone",1,8.04699444757383e-05
2268,illustrated book with 12 lithograph and offset lithographs (four with embossing and/or varnish additions),1,8.04699444757383e-05
2269,abs polymer and aluminum casing,1,8.04699444757383e-05
2270,illustrated book with four drypoints,1,8.04699444757383e-05
2271,watercolor on photolithograph,1,8.04699444757383e-05
2272,aluminum or steel,1,8.04699444757383e-05
2273,cover with letterpress lettering on front and back,1,8.04699444757383e-05
2274,bronze and glass,1,8.04699444757383e-05
2275,"tempera, graphite, and color pencil on print",1,8.04699444757383e-05
2276,cover with letterpress lettering and photographic illustration on front,1,8.04699444757383e-05
2277,book with two letterpress illustrations (including cover),1,8.04699444757383e-05
2278,molded plywood and steel rod,1,8.04699444757383e-05
2279,"leather, hardwood, and nickel-plated tubular steel",1,8.04699444757383e-05
2280,nickel-plated steel mesh,1,8.04699444757383e-05
2281,"lift ground aquatint, etching, and drypoint over photogravure",1,8.04699444757383e-05
2282,acrylic on building board,1,8.04699444757383e-05
2283,polypropylene and rubber,1,8.04699444757383e-05
2284,"screenprint, printed on felt",1,8.04699444757383e-05
2285,aquatint and etching from an illustrated book with four aquatints (three with etching),1,8.04699444757383e-05
2286,ceramic casing,1,8.04699444757383e-05
2287,etching and aquatint from an illustrated book of three etchings,1,8.04699444757383e-05
2288,ink and ink stamp on diazotype,1,8.04699444757383e-05
2289,"cotton, wool, nylon, linen, plastic, and sequins",1,8.04699444757383e-05
2290,bizen-ware,1,8.04699444757383e-05
2291,book with one letterpress illustration and one lithograph,1,8.04699444757383e-05
2292,"chrome-plated brass tubing, molded plastic, and light bulbs",1,8.04699444757383e-05
2293,illustrated book with twelve line block reproductions after woodcuts,1,8.04699444757383e-05
2294,"book with two hectographed illustrations, hectographed manuscript text and designs, and letterpress typographic design",1,8.04699444757383e-05
2295,illustrated book with 38 line block reproductions after pen and ink drawings,1,8.04699444757383e-05
2296,illustrated book with eighty-three lithographs (including wrapper front and back),1,8.04699444757383e-05
2297,illustrated book with 43 screenprints and 8 woodcuts,1,8.04699444757383e-05
2298,engraving from an illustrated book with four engravings (one with etching) and two aquatints,1,8.04699444757383e-05
2299,paper,1,8.04699444757383e-05
2300,illustrated book with six engravings (four with etching) and one blind embossing,1,8.04699444757383e-05
2301,propen plastic,1,8.04699444757383e-05
2302,birchwood burl,1,8.04699444757383e-05
2303,folder with lithographed lettering on exterior and illustrations and lettering on interior; 11 lithographed illustrations,1,8.04699444757383e-05
2304,"borosilicate glass, wood, steel, and plastic",1,8.04699444757383e-05
2305,polycarbonate and abs polymer,1,8.04699444757383e-05
2306,molded plywood with teak veneer,1,8.04699444757383e-05
